Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
R28,220,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,54.356,-73.0015,-90.0,top
R29,20k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,70.866,-65.786,-90.0,top
R30,1k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,70.866,-61.849,90.0,top
R31,200k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,54.356,-63.6035,90.0,top
R34,100k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,54.356,-59.7935,90.0,top
R35,100,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,56.896,-67.517,-90.0,top
R36,10k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,54.356,-77.0655,-90.0,top
U1,SSI2164-Split,SOIC-16_3.9x9.9mm_P1.27mm,63.246,-77.5735,-90.0,top
U2,TL074,SOIC-14_3.9x8.7mm_P1.27mm,62.23,-90.932,180.0,top
U3,TL074,SOIC-14_3.9x8.7mm_P1.27mm,62.23,-52.9355,0.0,top
U4,TL074,SOIC-14_3.9x8.7mm_P1.27mm,62.23,-64.3655,0.0,top
